ID,Q201601_MILES,Q201601_SPONSORS,Q201602_MILES,Q201602_SPONSORS,Q201603_MILES,Q201603_SPONSORS,Q201604_MILES,Q201604_SPONSORS,FLAG,MILES201601GROCERY,MILES201602GROCERY,MILES201603GROCERY,MILES201604GROCERY,MILES201601CREDIT_CARD,MILES201602CREDIT_CARD,MILES201603CREDIT_CARD,MILES201604CREDIT_CARD,MILES201601OTHER,MILES201602OTHER,MILES201603OTHER,MILES201604OTHER,PROGRAM_TIER,PROVINCE,EMAIL_OPTIN,DEC_2016_ACCOUNT_BALANCE
329,1057,4,1068,5,819,5,914,4,0,46,28,28,37,1003,1026,779,860,8,14,12,17,G,AB,Y,15688
330,89,6,51,7,36,5,45,4,1,51,33,16,29,20,0,0,0,18,18,20,16,B,NS,Y,2543
331,191,7,181,8,259,6,142,6,1,55,42,63,29,119,106,186,99,17,33,10,14,G,ON,Y,120
333,48,4,52,4,22,4,44,4,0,34,45,9,28,0,0,0,0,14,7,13,16,B,NB,Y,1575
334,26,3,225,5,71,6,81,3,0,1,11,1,8,0,195,5,0,25,19,65,73,B,NS,N,7299
336,24,1,20,3,32,2,31,3,0,24,17,30,31,0,2,0,0,0,1,2,0,B,QC,Y,4938
337,109,2,42,2,63,2,63,2,1,18,13,14,14,91,29,49,49,0,0,0,0,B,QC,N,4382
338,216,5,88,7,65,6,105,5,1,6,2,0,4,192,63,42,76,18,23,23,25,B,ON,Y,16149
339,360,2,285,1,708,1,232,1,0,0,0,0,0,358,285,708,232,2,0,0,0,G,ON,Y,5947
340,19,1,30,3,14,1,28,1,0,19,28,14,28,0,0,0,0,0,2,0,0,B,ON,Y,1854
341,106,1,106,1,103,1,55,1,1,0,0,0,0,106,106,103,55,0,0,0,0,B,ON,Y,522
342,824,3,562,1,213,4,37,1,1,0,0,0,0,807,562,194,37,17,0,19,0,G,ON,Y,7932
343,122,4,147,4,732,5,219,6,0,3,0,1,5,113,134,719,195,6,13,12,19,G,ON,N,1719
344,68,2,51,2,131,3,150,4,0,19,27,34,32,49,24,98,117,0,0,-1,1,B,MB,N,3381
345,121,4,99,3,84,4,93,3,0,112,90,54,64,0,0,0,0,9,9,30,29,G,SK,Y,1611
347,915,5,1518,6,762,6,1131,6,0,20,14,19,11,870,1474,708,1067,25,30,35,53,O,ON,Y,15119
348,77,2,78,2,62,3,69,2,0,73,75,51,68,0,0,0,0,4,3,11,1,B,QC,Y,356
349,51,5,94,4,88,5,22,3,1,2,1,0,0,45,84,74,14,4,9,14,8,B,ON,N,4619
350,68,3,19,3,98,3,43,3,1,65,13,37,20,0,0,0,0,3,6,61,23,G,AB,Y,2433
351,555,9,487,9,204,8,364,9,1,27,18,33,25,0,0,0,0,528,469,171,339,G,NS,N,10840
352,1125,4,1729,5,1891,4,1067,5,0,0,0,0,0,1104,1704,1882,1047,21,25,9,20,O,BC,Y,893
353,370,5,207,4,63,5,42,4,1,53,73,49,36,310,84,9,0,7,50,5,6,G,ON,N,527
354,118,5,24,5,44,7,23,4,0,16,14,28,8,0,0,0,0,102,10,16,15,B,AB,Y,3195
356,81,3,51,2,72,4,52,5,0,33,30,62,41,0,0,0,0,48,21,10,11,B,QC,N,6861
357,321,3,356,3,419,3,441,2,0,1,1,1,3,318,348,414,438,2,7,4,0,G,BC,Y,2543
359,4227,10,4427,8,5320,10,6439,10,0,20,4,752,740,3924,4265,4279,5522,283,158,289,177,O,NL,Y,18386
361,24,3,37,2,37,3,69,3,0,4,35,32,60,0,0,0,0,20,2,5,9,B,ON,N,2008
362,14,1,16,1,20,2,22,2,1,0,0,2,0,14,16,18,20,0,0,0,2,B,ON,N,209
363,60,5,24,4,34,4,67,7,1,2,2,2,8,2,0,0,0,56,22,32,59,B,MB,N,214
364,1481,6,1309,6,1118,6,1036,6,1,30,37,34,23,1398,1252,1050,932,53,20,34,81,G,ON,N,7992
365,44,4,68,5,40,6,38,4,0,7,30,9,13,0,0,0,0,37,38,31,25,B,ON,Y,438
367,2202,2,3774,2,3031,4,2821,4,0,0,0,0,0,2199,3773,3019,2612,3,1,12,209,O,ON,N,7738
368,107,6,121,5,142,7,129,6,0,5,0,7,9,50,79,67,82,52,42,68,38,B,?,N,4988
370,55,3,86,3,213,4,102,3,0,3,3,1,3,48,77,201,83,4,6,11,16,B,AB,N,2307
371,322,6,494,5,372,4,519,5,0,8,10,15,2,263,447,323,477,51,37,34,40,G,ON,Y,3351
372,318,6,402,6,245,3,227,9,1,28,15,14,21,271,378,229,156,19,9,2,50,G,NL,Y,3146
373,1287,4,2451,3,3931,5,1173,5,0,29,16,17,9,1224,2425,3868,1152,34,10,46,12,O,BC,Y,36272
375,26,5,55,5,133,3,108,4,0,1,0,0,0,0,0,0,0,25,55,133,108,G,QC,N,2749
376,34,4,79,4,78,3,89,5,0,6,4,3,1,0,0,0,0,28,75,75,88,B,ON,Y,6696
377,868,4,1129,5,992,6,978,4,0,13,38,60,54,847,1071,915,921,8,20,17,3,O,AB,Y,23648
378,1503,6,1671,2,1751,8,1206,7,0,0,0,3,14,1473,1661,1742,1173,30,10,6,19,O,AB,Y,13287
379,2350,3,56,3,29,2,22,2,1,1,0,0,0,349,54,28,21,2000,2,1,1,G,AB,N,7579
382,48,2,57,2,72,3,56,2,0,0,0,0,0,8,5,28,23,40,52,44,33,B,ON,N,2938
383,120,1,102,1,120,1,120,1,0,0,0,0,0,0,0,0,0,120,102,120,120,B,AB,Y,8204
384,16,2,15,3,14,3,11,2,0,5,5,5,2,0,0,0,0,11,10,9,9,B,BC,N,4439
386,36,2,60,1,390,5,171,4,0,0,0,1,1,34,60,256,125,2,0,133,45,B,ON,N,16386
387,277,3,436,5,241,2,198,2,0,4,1,2,0,271,292,239,196,2,143,0,2,G,BC,N,3275
388,53,5,62,5,29,2,57,4,0,38,34,28,36,0,0,0,0,15,28,1,21,B,QC,N,3971
391,27,3,28,2,14,2,25,3,0,0,0,0,0,0,0,0,0,27,28,14,25,B,ON,Y,820
392,2717,8,2964,9,2026,9,2295,9,0,34,33,48,24,2633,2865,1913,2212,50,66,65,59,O,ON,Y,27738
393,890,3,604,4,612,4,625,5,0,0,0,0,0,878,574,594,600,12,30,18,25,G,QC,N,12739
394,636,1,1959,1,569,2,1282,1,0,0,0,0,0,636,1959,552,1282,0,0,17,0,G,QC,N,12282
395,251,8,315,8,279,8,301,8,0,170,184,194,197,0,0,0,0,81,131,85,104,G,NS,Y,757
397,25,2,19,4,14,4,13,3,0,18,11,3,8,0,0,0,0,7,8,11,5,B,MB,Y,1590
398,22,1,40,2,21,1,31,1,0,22,39,21,31,0,0,0,0,0,1,0,0,B,ON,N,1145
399,296,4,299,4,352,2,326,3,0,1,0,0,0,278,270,338,313,17,29,14,13,G,BC,N,1149
400,88,3,51,2,42,2,49,2,0,27,14,5,14,0,0,0,0,61,37,37,35,B,BC,N,2689
401,85,4,112,4,226,4,370,4,0,0,0,1,0,64,79,215,357,21,33,10,13,B,ON,N,2352
402,826,8,1189,9,1084,7,1344,7,0,100,177,82,126,536,926,881,1030,190,86,121,188,O,SK,Y,33290
404,51,1,55,1,54,1,50,1,0,0,0,0,0,51,55,54,50,0,0,0,0,B,ON,N,2050
405,18,1,14,1,22,1,23,1,0,18,14,22,23,0,0,0,0,0,0,0,0,B,BC,Y,1891
406,1132,5,1427,5,945,5,742,4,0,48,46,70,58,1073,1354,849,669,11,27,26,15,G,QC,Y,12121
408,474,5,390,2,642,4,788,5,0,21,23,19,14,442,367,617,760,11,0,6,14,O,AB,N,38399
409,675,2,668,5,691,5,656,4,0,0,1,2,2,639,619,674,635,36,48,15,19,G,ON,N,9032
410,197,4,162,4,121,4,66,4,0,0,0,4,0,172,146,100,49,25,16,17,17,G,QC,N,670
411,175,6,149,7,123,6,172,6,0,62,31,15,66,0,0,0,0,113,118,108,106,G,ON,Y,12514
413,166,3,523,4,468,4,324,3,0,56,224,81,72,109,287,352,232,1,12,35,20,G,AB,N,21730
416,38,1,527,2,1438,4,515,3,1,0,0,1,2,38,526,1435,510,0,1,2,3,G,AB,Y,9107
417,23,2,41,3,24,4,39,4,1,2,6,5,7,21,30,16,29,0,5,3,3,B,MB,N,381
418,441,3,585,4,370,4,525,2,0,4,4,5,10,437,577,364,515,0,4,1,0,G,ON,N,15540
419,49,6,122,6,118,8,83,5,0,6,22,20,14,0,0,0,0,43,100,98,69,B,ON,Y,4696
420,763,5,419,7,222,6,377,5,0,4,3,3,6,743,381,181,327,16,35,38,44,G,ON,Y,265
421,109,2,184,3,125,2,203,3,0,1,15,2,11,108,164,123,191,0,5,0,1,B,QC,N,127
422,128,1,128,1,29,2,53,1,1,0,0,0,0,128,128,27,53,0,0,2,0,B,ON,N,7774
424,372,4,148,5,132,4,103,3,1,66,79,53,75,185,8,65,0,121,61,14,28,G,QC,Y,95
426,18,3,20,3,34,4,38,5,0,1,4,1,0,2,13,1,16,15,3,32,22,B,BC,Y,1783
427,22,1,403,1,22,3,121,1,0,0,0,2,0,22,403,18,121,0,0,2,0,B,ON,Y,121
428,89,5,162,5,83,5,66,4,0,75,73,64,57,0,0,0,0,14,89,19,9,G,NL,Y,37
429,91,2,129,2,133,3,138,2,0,2,3,1,1,89,126,107,137,0,0,25,0,B,AB,Y,578
431,422,5,1081,3,456,4,532,5,0,11,0,2,4,380,1075,442,521,31,6,12,7,G,MB,Y,13389
432,190,1,11,1,132,1,27,1,1,0,0,0,0,190,11,132,27,0,0,0,0,G,?,Y,3308
433,134,4,98,3,102,3,181,4,0,65,35,55,86,0,0,0,0,69,63,47,95,G,QC,Y,1109
436,24,5,39,5,53,5,37,2,0,8,24,27,37,0,0,0,0,16,15,26,0,B,AB,N,3407
437,38,3,38,2,83,3,42,3,0,21,12,33,27,16,26,45,14,1,0,5,1,B,QC,N,165
439,103,7,110,7,99,5,127,5,0,88,89,86,117,0,0,0,0,15,21,13,10,B,MB,N,2184
440,214,6,232,7,59,5,72,6,0,36,18,17,27,153,121,25,25,25,93,17,20,G,AB,N,17617
441,2013,7,2472,5,2516,6,3350,5,0,15,22,19,23,1989,2383,2444,3293,9,67,53,34,O,MB,Y,11957
442,522,3,494,3,489,5,442,3,0,209,108,23,36,308,384,457,398,5,2,9,8,G,BC,Y,8025
443,237,7,200,6,331,8,272,7,0,18,12,17,6,122,87,217,138,97,101,97,128,G,ON,Y,1835
444,1439,6,1720,6,1633,6,1885,6,0,40,24,14,39,1332,1651,1569,1790,67,45,50,56,O,ON,Y,1559
445,96,4,141,4,138,5,411,5,1,2,0,1,0,14,0,1,290,80,141,136,121,B,ON,Y,3309
446,2738,4,3493,3,2997,3,3830,4,0,2,4,0,6,2726,3474,2990,3654,10,15,7,170,O,ON,Y,31680
448,24,4,326,6,411,7,577,7,0,5,99,85,112,4,118,80,401,15,109,246,64,G,ON,N,14817
449,46,1,39,1,42,1,51,1,0,0,0,0,0,46,39,42,51,0,0,0,0,G,BC,Y,2418
450,147,3,128,4,152,5,315,4,1,36,46,51,49,28,5,40,170,83,77,61,96,G,ON,Y,7938
451,334,3,286,2,285,4,1729,5,0,2,0,3,10,323,280,273,714,9,6,9,1005,G,BC,Y,12026
452,44,3,39,4,42,3,57,4,0,39,32,37,42,0,0,0,0,5,7,5,15,B,ON,Y,386
453,135,4,168,5,120,5,89,5,0,59,51,49,34,72,114,69,51,4,3,2,4,G,ON,N,4936
454,54,4,82,4,31,3,70,3,0,39,75,30,57,0,0,0,0,15,7,1,13,G,ON,Y,866
455,127,6,183,6,639,4,355,7,1,10,15,13,6,108,155,621,321,9,13,5,28,G,AB,N,1990
456,34,4,61,9,39,3,49,4,0,0,1,0,1,0,0,0,0,34,60,39,48,B,?,N,4561
459,295,5,291,7,308,5,244,5,0,0,0,0,0,172,163,203,149,123,128,105,95,G,ON,N,954
460,50,1,19,1,20,1,26,1,1,50,19,20,26,0,0,0,0,0,0,0,0,B,BC,N,4142
461,199,5,317,3,622,2,536,3,0,3,14,16,40,192,302,606,495,4,1,0,1,G,BC,N,3080
462,37,2,31,2,39,3,59,4,0,3,3,3,20,0,0,0,0,34,28,36,39,B,ON,Y,44
464,2118,9,2583,10,2721,8,2215,10,0,214,40,22,24,1859,2447,2654,2175,45,96,45,16,O,AB,Y,30756
465,57,4,102,5,69,5,108,5,0,18,52,26,42,27,37,40,49,12,13,3,17,B,ON,Y,2686
466,58,4,57,3,63,4,64,5,0,17,15,9,11,0,0,0,0,41,42,54,53,B,AB,Y,425
467,62,2,102,1,110,1,181,3,1,0,0,0,0,59,102,110,159,3,0,0,22,B,ON,N,282
470,496,5,436,5,458,4,567,6,0,67,40,42,27,407,389,409,528,22,7,7,12,G,NB,N,18799
471,477,3,1352,5,1771,5,1249,4,0,2,14,14,4,475,1333,1755,1243,0,5,2,2,O,BC,Y,13771
476,56,4,63,6,77,7,81,5,0,0,0,2,0,29,25,37,48,27,38,38,33,B,ON,Y,1165
478,189,3,176,4,152,4,845,4,0,47,54,75,44,135,113,71,790,7,9,6,11,G,QC,Y,2228
479,294,3,214,1,211,3,215,3,0,7,0,0,4,287,214,200,207,0,0,11,4,G,AB,Y,19119
483,14,3,73,2,34,3,169,3,0,2,4,3,8,12,69,31,161,0,0,0,0,B,BC,N,620
485,80,3,73,2,98,2,76,2,0,74,72,95,73,0,0,0,0,6,1,3,3,B,NS,N,693
486,56,3,56,3,51,3,14,2,0,54,52,50,14,0,0,0,0,2,4,1,0,B,ON,N,2472
487,2282,7,2114,6,1409,8,1646,5,0,63,47,59,37,2207,2050,1316,1605,12,17,34,4,O,NB,N,4192
488,445,7,547,5,568,6,693,5,0,15,11,12,2,418,529,540,687,12,7,16,4,G,QC,Y,17151
489,95,2,95,5,165,3,148,3,0,2,7,9,5,93,81,155,141,0,7,1,2,B,ON,Y,1518
490,150,1,114,1,174,1,62,1,1,0,0,0,0,150,114,174,62,0,0,0,0,B,ON,N,4586
491,73,1,61,1,31,1,127,1,0,0,0,0,0,73,61,31,127,0,0,0,0,B,AB,N,2485
493,86,8,121,6,102,7,104,8,0,20,21,24,9,0,0,0,0,66,100,78,95,B,ON,Y,1074
494,1330,8,1409,6,921,7,873,6,0,69,43,27,23,1130,1339,869,831,131,27,25,19,O,ON,Y,5963
497,23,3,19,3,16,1,62,5,0,8,3,0,16,0,0,0,0,15,16,16,46,G,NS,Y,4311
499,85,4,93,4,104,3,68,3,0,68,66,73,47,6,18,28,16,11,9,3,5,B,QC,N,4684
500,168,4,207,5,65,3,273,5,0,22,10,3,24,144,192,62,229,2,5,0,20,B,QC,Y,4865
501,117,4,106,4,129,4,113,3,0,97,86,104,97,0,0,0,0,20,20,25,16,B,QC,N,3572
502,183,3,83,3,188,4,181,4,0,16,9,13,23,166,68,173,147,1,6,2,11,B,ON,N,16043
503,54,5,78,5,127,5,54,5,0,8,3,4,2,0,0,0,0,46,75,123,52,B,ON,Y,411
504,87,3,51,3,77,4,201,4,0,7,3,3,26,76,41,68,172,4,7,6,3,B,ON,N,1756
505,60,3,83,7,86,4,95,3,0,39,32,58,76,0,0,0,0,21,51,28,19,B,ON,N,3990
507,117,3,129,3,101,3,60,3,1,1,8,9,10,115,120,92,48,1,1,0,2,B,MB,N,3713
509,82,2,114,4,132,4,37,3,0,0,5,6,4,79,106,121,32,3,3,5,1,B,ON,N,5104
510,18,1,23,1,45,4,24,3,1,18,23,41,16,0,0,0,0,0,0,4,8,B,QC,Y,25
511,84,3,106,3,41,3,20,2,1,0,0,0,0,53,75,31,0,31,31,10,20,B,BC,Y,1551
513,79,4,50,3,48,3,53,4,0,24,19,23,34,38,19,13,5,17,12,12,14,G,BC,N,259
514,557,7,405,6,431,7,478,8,0,132,105,81,149,231,67,112,147,194,233,238,182,G,MB,Y,15170
515,78,5,34,5,58,4,174,5,0,9,10,21,61,0,0,0,0,69,24,37,113,G,AB,Y,493
518,69,2,13,1,17,1,13,1,1,12,13,17,13,57,0,0,0,0,0,0,0,B,AB,N,1247
519,54,6,120,4,183,4,33,4,1,8,3,4,7,34,104,163,14,12,13,16,12,G,NB,N,6913
521,287,4,131,4,218,4,157,5,0,30,4,0,6,166,69,151,77,91,58,67,74,G,ON,N,20608
522,20,4,42,5,28,3,24,5,0,2,12,11,9,0,0,0,0,18,30,17,15,B,ON,Y,222
523,356,4,337,2,357,4,45,4,1,8,18,6,4,341,319,350,39,7,0,1,2,G,MB,Y,17309
524,165,6,315,9,274,10,178,8,1,49,66,63,69,0,0,0,0,116,249,211,109,G,NB,Y,4072
525,12,3,50,5,22,4,17,4,0,1,2,4,3,0,0,0,0,11,48,18,14,B,AB,N,1225
526,418,2,841,3,537,3,463,2,0,1,0,0,1,417,836,532,462,0,5,5,0,G,AB,Y,8590
527,1021,6,216,3,214,2,322,3,1,9,8,20,20,999,206,194,301,13,2,0,1,G,ON,Y,1552
528,179,5,292,2,216,4,312,5,0,161,242,161,168,0,0,0,0,18,50,55,144,G,AB,Y,244
529,110,3,81,5,87,3,72,5,0,14,9,7,3,0,0,0,0,96,72,80,69,G,MB,N,6339
530,218,2,258,4,455,2,242,2,0,1,8,11,1,217,247,444,241,0,3,0,0,G,PE,N,3373
531,287,6,330,5,320,6,442,5,0,25,26,25,32,234,262,264,389,28,42,31,21,G,ON,N,1432
532,58,4,95,5,73,7,51,3,0,31,18,13,14,0,0,0,0,27,77,60,37,G,QC,Y,44
533,545,4,635,4,1574,4,1597,3,0,34,38,34,44,475,553,1499,1504,36,44,41,49,G,ON,Y,19691
534,26,5,83,4,41,4,38,3,0,13,26,30,28,0,0,0,0,13,57,11,10,B,QC,N,961
535,167,7,167,6,476,8,204,4,0,1,5,8,0,19,57,201,111,147,105,267,93,G,ON,Y,1855
537,1156,5,1525,6,558,5,356,4,0,1,3,9,0,1128,1494,480,344,27,28,69,12,G,ON,Y,13891
538,175,2,1116,3,423,2,161,2,0,2,12,2,0,173,1056,421,160,0,48,0,1,G,BC,Y,4368
539,298,5,435,6,2005,2,1223,6,1,3,4,0,5,287,422,2002,1207,8,9,3,11,G,QC,N,1640
541,56,3,26,2,36,2,41,3,1,53,24,36,39,0,0,0,0,3,2,0,2,B,ON,N,4013
542,14,1,14,2,15,1,15,1,0,0,0,0,0,0,0,0,0,14,14,15,15,B,ON,N,1959
543,353,6,221,6,384,5,321,8,0,59,45,66,88,249,142,295,201,45,34,23,32,O,NB,Y,6195
545,157,4,82,3,26,3,79,3,1,142,72,21,72,0,0,0,0,15,10,5,7,B,BC,N,3166
547,521,8,566,7,601,7,896,8,0,93,90,107,68,395,425,468,790,33,51,26,38,G,NL,N,5717
548,139,3,136,5,261,8,168,3,1,13,4,12,8,113,120,205,156,13,12,44,4,G,AB,N,1411
549,511,5,496,7,816,6,404,7,0,14,17,18,4,438,417,732,311,59,62,66,89,G,QC,Y,1699
550,81,4,31,4,33,5,49,6,0,48,28,22,16,0,0,0,0,33,3,11,33,B,ON,N,2304
551,449,4,597,5,708,5,719,4,0,12,6,3,7,435,570,695,705,2,21,10,7,G,ON,Y,42
552,45,4,62,3,84,3,93,3,0,27,19,18,12,13,32,52,64,5,11,14,17,B,ON,N,5102
553,46,4,29,2,70,4,13,2,0,7,0,1,0,28,18,53,12,11,11,16,1,B,ON,N,167
555,530,5,1159,3,1033,3,956,2,0,6,3,14,11,516,1155,1017,945,8,1,2,0,G,NL,N,6144
556,149,1,232,1,338,1,263,1,1,0,0,0,0,149,232,338,263,0,0,0,0,G,BC,Y,282
557,353,4,459,4,862,3,488,5,0,3,3,5,3,268,445,858,465,82,11,-1,20,G,AB,N,6145
558,614,6,618,5,401,5,379,5,1,135,134,128,62,456,472,259,296,23,12,14,21,G,QC,N,1969
559,472,6,592,6,641,7,1199,6,0,2,4,6,1,401,535,586,1166,69,53,49,32,G,ON,Y,7006
560,161,1,109,1,861,1,1667,1,0,0,0,0,0,161,109,861,1667,0,0,0,0,G,BC,N,4936
562,639,6,592,5,1144,5,842,4,0,11,17,21,13,619,561,1116,822,9,14,7,7,G,ON,N,2296
563,8523,3,8408,2,4377,2,14072,3,1,24,5,2,6,8481,8403,4375,14062,18,0,0,4,O,SK,Y,77925
567,352,2,160,2,227,4,103,3,0,0,0,0,1,349,136,212,70,3,24,15,32,B,BC,N,5627
568,168,3,298,4,133,2,287,6,0,0,0,0,4,164,295,129,275,4,3,4,8,G,BC,Y,3373
570,117,3,73,3,107,3,119,4,0,0,0,0,1,106,64,85,106,11,9,22,12,B,ON,N,10935
571,1311,7,2570,6,1490,8,1747,6,0,27,44,46,34,1240,2460,1405,1666,44,66,39,47,O,?,Y,11729
572,227,6,227,5,132,5,173,4,0,78,137,74,107,142,82,50,55,7,8,8,11,G,BC,Y,2172
574,408,4,269,4,219,3,355,5,0,3,8,0,5,399,257,216,345,6,4,3,5,G,ON,N,7084
575,488,5,158,5,202,4,119,6,0,260,66,188,55,209,76,0,50,19,16,14,14,G,BC,Y,9055
576,23,3,300,5,281,4,544,4,0,1,10,1,2,20,241,219,453,2,49,61,89,G,NS,Y,9726
577,902,5,1308,6,1141,6,880,7,0,26,30,35,20,863,1263,1054,842,13,15,52,18,G,QC,Y,58
579,200,3,678,5,840,5,763,8,0,1,18,12,46,195,652,808,682,4,8,20,35,O,AB,Y,17824
580,138,5,83,4,336,4,260,6,0,23,23,37,23,66,17,255,172,49,43,44,65,G,BC,Y,2939
581,454,2,329,4,430,5,444,3,0,0,5,6,2,428,302,388,417,26,22,36,25,G,NB,Y,3180
582,43,2,86,4,102,5,56,3,0,17,42,51,28,0,3,0,0,26,41,51,28,G,ON,Y,1162
583,30,2,137,2,147,2,68,2,1,1,0,0,0,29,134,145,65,0,3,2,3,B,ON,N,1966
586,36,3,16,3,14,4,19,3,0,1,0,2,2,0,0,0,0,35,16,12,17,B,ON,N,555
587,81,4,16,2,50,4,31,2,1,15,1,7,20,0,0,0,0,66,15,43,11,B,BC,Y,687
588,63,5,558,5,48,3,66,5,0,0,0,0,0,34,464,6,0,29,94,42,66,B,ON,Y,4702
589,18,4,134,5,143,5,16,3,0,13,9,9,8,0,0,0,0,5,125,134,8,B,AB,N,4844
590,728,5,755,4,826,5,496,4,0,31,13,8,18,684,736,805,469,13,6,13,9,G,ON,Y,13117
591,175,5,106,5,45,4,47,5,1,13,22,2,8,159,81,41,28,3,3,2,11,G,SK,N,516
592,16,1,20,1,35,4,11,2,1,16,20,29,8,0,0,0,0,0,0,6,3,B,QC,N,1467
593,33,5,35,4,33,3,25,4,0,20,29,29,11,0,0,0,0,13,6,4,14,G,BC,N,7157
594,45,6,77,5,261,5,127,7,0,7,0,1,10,0,0,0,0,38,77,260,117,B,NS,Y,1504
595,138,4,200,4,211,5,828,4,0,1,10,6,16,127,172,182,538,10,18,23,274,G,QC,Y,2627
596,100,3,111,7,89,6,71,4,0,87,59,59,60,12,12,19,8,1,40,11,3,G,QC,N,67
597,71,3,60,2,58,2,82,3,0,26,23,27,16,0,0,0,0,45,37,31,66,B,QC,Y,444
599,731,5,887,4,837,4,564,4,0,2,0,8,0,688,874,789,532,41,13,40,32,G,ON,Y,1376
602,589,5,316,3,373,4,704,4,0,7,8,4,11,529,299,360,686,53,9,9,7,G,SK,Y,5373
603,20,2,47,1,38,1,73,1,0,0,0,0,0,19,47,38,73,1,0,0,0,B,ON,N,4624
604,421,4,236,2,302,2,294,1,1,23,5,3,0,394,231,299,294,4,0,0,0,G,QC,N,27482
605,11,2,393,3,1231,3,389,2,0,8,12,7,6,3,380,1222,383,0,1,2,0,G,BC,N,5203
606,75,2,58,3,87,3,76,3,0,70,47,80,70,0,0,0,0,5,11,7,6,B,BC,N,4584
608,859,4,791,7,649,5,597,6,0,28,17,14,24,775,730,592,523,56,44,43,50,G,ON,N,21330
610,36,2,39,2,14,1,32,1,0,35,30,14,32,0,0,0,0,1,9,0,0,B,BC,N,311
611,85,2,30,2,57,3,48,3,1,0,0,1,1,84,26,52,44,1,4,4,3,B,ON,N,6031
613,626,3,496,3,717,4,914,3,0,1,4,3,13,621,490,701,892,4,2,13,9,G,ON,N,43542
614,262,4,101,4,54,3,178,4,0,2,1,0,10,254,91,49,150,6,9,5,18,G,BC,N,8609
615,270,1,295,1,473,1,425,1,0,0,0,0,0,270,295,473,425,0,0,0,0,G,BC,Y,2231
617,2500,9,1165,5,565,6,369,6,1,3,0,12,6,2418,1062,510,351,79,103,43,12,G,ON,Y,8827
619,34,2,40,3,14,1,16,1,1,33,32,14,16,0,0,0,0,1,8,0,0,B,NL,N,1268
620,401,3,437,2,375,8,466,7,0,0,0,10,15,392,403,331,305,9,34,34,146,G,ON,Y,19975
621,410,5,336,4,300,3,290,6,0,21,21,25,32,373,306,265,252,16,9,10,6,G,PE,Y,617
622,31,2,41,2,26,1,13,1,1,4,1,0,0,27,40,26,13,0,0,0,0,B,AB,Y,1727
623,18,2,72,5,160,3,255,5,0,17,25,21,44,0,0,0,0,1,47,139,211,B,QC,N,3132
624,403,3,262,2,265,3,288,2,0,2,0,1,2,395,261,256,286,6,1,8,0,G,ON,Y,4014
627,320,4,343,4,255,3,716,5,0,34,17,16,23,270,307,224,678,16,19,15,15,G,BC,N,16784
628,310,3,1205,4,1473,5,1093,5,0,0,0,5,0,273,1176,1421,1011,37,29,47,82,G,NL,N,13315
630,24,3,113,5,90,6,97,4,0,4,14,13,5,12,96,69,87,8,3,8,5,B,ON,Y,2875
632,121,2,122,2,127,3,129,3,0,0,0,0,0,0,0,0,0,121,122,127,129,B,BC,N,1615
633,43,2,25,2,29,7,45,5,0,0,0,6,1,0,0,0,0,43,25,23,44,B,ON,N,441
634,91,3,89,4,78,5,92,3,0,79,76,64,88,0,0,0,0,12,13,14,4,B,QC,N,13120
635,65,3,14,4,12,4,12,2,0,2,6,7,5,0,0,0,0,63,8,5,7,B,BC,Y,413
636,130,9,872,9,201,6,295,6,0,23,24,21,22,44,585,39,65,63,263,141,208,O,BC,Y,2777
637,276,4,572,6,464,6,262,6,0,74,78,98,92,181,468,351,158,21,26,15,12,G,ON,Y,2107
639,683,3,502,4,521,3,658,5,1,2,12,0,8,678,480,500,643,3,10,21,7,G,MB,Y,16434
640,331,2,578,2,441,2,299,4,0,0,0,0,2,307,554,425,287,24,24,16,10,G,BC,Y,7263
645,70,2,311,1,237,3,395,3,0,0,0,0,0,69,311,233,393,1,0,4,2,G,QC,N,1023
646,79,4,82,5,103,6,108,6,0,23,20,21,27,0,0,0,0,56,62,82,81,B,ON,N,541
647,33,2,28,3,18,5,15,2,1,0,20,6,0,32,6,9,4,1,2,3,11,B,NL,N,101
648,145,1,128,3,179,2,230,1,0,0,0,0,0,145,124,176,230,0,4,3,0,B,ON,N,3426
649,58,5,80,3,76,5,96,5,0,43,46,35,54,0,0,0,0,15,34,41,42,B,NB,N,5360
651,313,7,104,6,153,9,235,7,0,54,50,32,116,41,29,23,31,218,25,98,88,G,QC,Y,3186
652,412,5,156,4,271,4,113,3,0,37,6,11,0,309,109,239,102,66,41,21,11,G,AB,N,1298
653,75,2,35,4,63,4,47,3,1,0,0,0,0,0,0,0,0,75,35,63,47,B,ON,Y,379
654,203,3,144,5,58,3,130,5,1,42,29,19,33,125,92,38,62,36,23,1,35,B,QC,Y,709
655,1152,6,1041,5,1162,6,1216,6,0,20,25,32,44,1081,957,1110,1140,51,59,20,32,G,BC,Y,4424
657,508,5,546,5,248,3,311,5,0,8,14,20,30,493,528,227,276,7,4,1,5,O,AB,Y,21223
659,353,7,797,8,170,8,171,8,1,0,8,7,27,16,712,121,14,337,77,42,130,G,BC,Y,147
660,99,5,32,2,34,5,24,5,1,1,7,2,0,5,0,0,1,93,25,32,23,B,QC,Y,798
663,1184,5,729,5,931,6,812,6,0,398,179,97,105,761,529,809,633,25,21,25,74,O,BC,N,5327
